通し番号	作業番号	作業ファイル	申込番号	店舗種別	施設名称	施設所在地	施設ホームページURL
29344	1782	2	72597976	イタリア料理	ぶらぶらcommentサンテバナーヌ	〒543-0045 大阪府 大阪市天王寺区 寺田町2-8-24	
29352	1790	2	93536468	居酒屋	居酒屋麦わら	〒565-0824 大阪府 吹田市 山田西1-36-3　旭永ビル102	
29362	1800	2	18017876	イタリア料理	ダアリーチェ	〒534-0024 大阪府 大阪市都島区 東野田町4-7-27	
29367	1805	2	42663485	スナック	君子	〒577-0057 大阪府 東大阪市足代新町10番12号  ｸﾞﾗﾝﾄﾞﾋﾞﾙ 104	
29372	1810	2	19550353	洋食（オムライス等）	tricot101	〒560-0021 大阪府 豊中市本町1丁目13-34ﾁｪﾘｵﾋﾞﾙ101	
29373	1811	2	75371860	串かつ屋	串揚げ　はこや	〒542-0073 大阪府 大阪市中央区 日本橋2-8-15ユーロハイツ日本橋1階奥	
29377	1815	2	86493385	居酒屋	Ｎ白木屋通天閣本通店	〒556-0002 大阪府 大阪市浪速区 恵美須東1-17-14 松重ビル 1階	
29378	1816	2	70260250	BAR	桃ライト	〒542-0085 大阪府 大阪市中央区 心斎橋筋2-7-11 日宝ロイヤルビル	
29382	1820	2	72904777	居酒屋	NKタヒボJapan	〒557-0044 大阪府 大阪市西成区 玉出中１丁目４ー１４	
29387	1825	2	12201279	沖縄料理	菜美ら	〒530-0041 大阪府 大阪市北区 天神橋4丁目23-1	
29389	1827	2	79168845	居酒屋	台湾食堂	〒530-0041 大阪府 大阪市北区 天神橋4-23-1	https://www.stand-3.com/shop/82/
29405	1843	2	18181257	中華料理	中華料理きさんじ	〒535-0004 大阪府 大阪市旭区 生江１丁目　9-20　カントリーオブ旭　106号室	
29407	1845	2	27364003	居酒屋	蒼空	〒564-0026 大阪府 吹田市 高浜町9-29グローリィ岡村1階	
29411	1849	2	56086002	スナック	スナックニュー和	〒557-0022 大阪府 大阪市西成区 中開1-3-18	
29432	1870	2	11352693	スナック	ラウンジ K	〒565-0816 大阪府 吹田市長野東16-5-302	
29447	1885	2	36973524	居酒屋	居酒屋　ま	〒532-0024 大阪府 大阪市淀川区 十三本町1-23-21	
29450	1888	2	37352919	居酒屋	HATENA feat. Covent Garden	〒550-0014 大阪府 大阪市西区 北堀江２ー５ー１０	
29464	1902	2	13828951	居酒屋	フレンチ食堂パ	〒530-0041 大阪府 大阪市北区 天神橋1-12-22昭和天一ビル203	
29465	1903	2	77981725	和食	和ダイニング　ちくま庵	〒572-0005 大阪府 寝屋川市 成田西町１１番９号	https://chikuma-nk.com/
29482	1920	2	68798343	その他	CONPASS	〒542-0083 大阪府 大阪市中央区 東心斎橋１丁目１２ー２０　心斎橋ダイワビル地下１階	http://www.conpass.jp
29492	1930	2	11256825	BAR	Family Girl	〒532-0011 大阪府 大阪市淀川区 西中島３丁目１６番１５号ルフージュ西中島ビル３階	
29495	1933	2	83867598	アジア料理	レモングラス　リンクス梅田　（６月上旬に店名変更しています→京都パクチー　リンクス梅田店）	〒530-0011 大阪府 大阪市北区 大深町1-1	https://tabelog.com/osaka/A2701/A270101/27114525/
29507	1945	2	81040937	BAR	BAR Room DannyTee	〒537-0014 大阪府 大阪市東成区 大今里西3-2-2	
29514	1952	2	35698632	BAR	マジックバーカードシャーク	〒542-0083 大阪府 大阪市中央区 東心斎橋2-3-23 古梅ビル2F	https://cardshark.jp/
29532	1970	2	75098220	焼肉	焼肉煌牛(きぎゅう)	〒560-0041 大阪府 豊中市清風荘 １丁目５番１号サンホワイティ清風荘２階	
29536	1974	2	88239315	おでん屋	おでん処　あゆみ	〒595-0006 大阪府 泉大津市 東助松町４丁目６番３号	
29557	1995	2	72311917	ラーメン	らぁめん越後屋	〒569-0072 大阪府 高槻市 京口町12-5	
29570	2008	2	30065728	焼肉	岩崎塾心斎橋店	〒542-0085 大阪府 大阪市中央区 心斎橋筋1-2-8	
29590	2028	2	71358343	お好み焼	お好み焼きARAKA北浜本店	〒541-0043 大阪府 大阪市　高麗橋 1-5-14 メゾンドール高麗橋101	https://r.gnavi.co.jp/k413500/
29597	2035	2	53577472	その他	プロカンジャンケジャン大阪店	〒530-0002 大阪府 大阪市北区 曽根崎新地 1丁目-5-24	
29602	2040	2	27654026	中華料理	翠竹軒	〒578-0975 大阪府 東大阪市 中鴻池町1-7-29	
29605	2043	2	23921595	居酒屋	魚とごはん　にこ	〒559-0003 大阪府 大阪市住之江区 安立4-1-22	http://nico-osaka.com/
29634	2072	2	36588269	カレー屋	pimer	〒550-0003 大阪府 大阪市西区 京町堀2-3-4 サンヤマトビル202	
29636	2074	2	36077961	BAR	燦	〒532-0011 大阪府 大阪市淀川区 西中島３丁目13-5-6F	
29640	2078	2	95405900	居酒屋	なでしこ	〒590-0402 大阪府 泉南郡熊取町 大久保北3-173-1	
29648	2086	2	81011128	焼肉	焼肉ホルモン酒場　ほんで	〒530-0041 大阪府 大阪市北区 天神橋３丁目9-10 橘ビル1階	https://rivership.jp/
29651	2089	2	61129614	スナック	snack 愛染	〒572-0048 大阪府 寝屋川市 大利町2-14	
29652	2090	2	58747294	居酒屋	さくらや	〒574-0062 大阪府 大東市 氷野2丁目8-8 OKハイツ大東1F	
29655	2093	2	66285641	カフェ・喫茶店	春満堂	〒571-0030 大阪府 門真市 末広町３１－１２コム古川橋109	
29662	2100	2	39900893	アジア料理	韓太郎	〒530-0003 大阪府 大阪市北区 堂島１丁目２番２３号	
29667	2105	2	84553125	居酒屋	トトロの台所	〒560-0052 大阪府 豊中市 春日町2丁目3-14 パロ春日102	
29688	2126	2	52723751	居酒屋	サラン	〒544-0011 大阪府 大阪市生野区 田島1丁目10-4	
29691	2129	2	69623773	ラウンジ	ピアノバー岡本	〒598-0034 大阪府 泉佐野市 長滝3176	
29703	2141	2	94070302	焼肉	善	〒541-0071 大阪府 大阪市中央区 道頓堀１丁目１?１１	
29708	2146	2	28045353	居酒屋	金峰地どり	〒573-1133 大阪府 枚方市 招提元町１丁目４番２０号	
29712	2150	2	96371979	スナック	ころころ	〒534-0024 大阪府 大阪市都島区 東野田町3-13-2ミフネセントラルベア4F	
29728	2166	2	72487501	BAR	AsobiBar DOPE	〒530-0026 大阪府 大阪市北区 神山町８ー７サンライズタウンビル４階	http://dope.dosl2018.net/
29734	2172	2	22838585	BAR	Xana	〒581-0004 大阪府 八尾市 東本町３丁目８番４号八尾ロイヤルビル２階２０２号	
29735	2173	2	97933735	スナック	CHAIN	〒581-0004 大阪府 八尾市 東本町３丁目８番４号八尾ロイヤルビル２階２０１号	
29740	2178	2	48966389	居酒屋	鉄板鍋料理元(はじめ)	〒574-0007 大阪府 大東市 北楠の里町27番23号	https://hajimefoods.com/?page_id=647
29759	2197	2	80640849	居酒屋	居酒屋　気まぐれ	〒572-0052 大阪府 寝屋川市上神田 2-22-15	
29761	2199	2	74730264	スナック	月下美人	〒590-0061 大阪府 堺市堺区 翁橋町1-5-3 エルクエストビル505	
29764	2202	2	43345746	鉄板焼き屋	tanpopo	〒530-0003 大阪府 大阪市北区 堂島1-10-16永楽ビル6階	https://www.instagram.com/p/CJ-Z0rtA3lV/?igshid=1xcwscnr8umvx
29779	2217	2	11908574	ラーメン	札幌山嵐東通り店	〒530-0018 大阪府 大阪市北区 小松原町4-32北大阪東通りビル２F	
29795	2233	2	50532035	BAR	乾き物 Bar Michel	〒536-0006 大阪府 大阪市城東区 野江2丁目11-16	
29798	2236	2	20503601	居酒屋	オルイン	〒530-0024 大阪府 大阪市北区 山崎町1丁目13番	
29802	2240	2	99993557	BAR	カラオケ Bar foXY	〒572-0042 大阪府 寝屋川市 東大利町4-14	https://foodplace.jp/karaoke-bar-foxy/
29808	2246	2	96313738	ラーメン	ちゃんぽんニンニクパワー　鴫野店	〒536-0017 大阪府 大阪市城東区 新喜多東2丁目2番28号	
29810	2248	2	20426567	寿司屋	すし政	〒546-0042 大阪府 大阪市東住吉区 西今川3-1-21	
29814	2252	2	38793396	BAR	アビリーン	〒532-0033 大阪府 大阪市淀川区 新高2-16-12	abilene.jp
29821	2259	2	16046332	焼肉	瑞英	〒530-0004 大阪府 大阪市北区 堂島浜1-3-22	https://s.tabelog.com/osaka/A2701/A270101/27106959/top_amp/
29823	2261	2	27481446	居酒屋	しいたけ。	〒544-0001 大阪府 大阪市生野区 新今里3-16-24	
29828	2266	2	57726342	居酒屋	居酒屋たんぽぽ	〒566-0024 大阪府 摂津市 正雀本町1-33-8	
29839	2277	2	64727492	BAR	GILLIE JOE	〒551-0001 大阪府 大阪市大正区三軒家西1丁目6番6号	
29858	2296	2	98836501	和食	SAKE DINING FUJI	〒530-0057 大阪府 大阪市北区 曽根崎２丁目１３番４号	
29867	2305	2	87358337	アジア料理	チャオサイゴン大阪肥後橋店	〒550-0001 大阪府 大阪市西区土佐堀1丁目2番1号	http://uoman-group.com
29877	2315	2	55017317	その他	HAWAIKI	〒560-0032 大阪府 豊中市 蛍池東町2-3-9	izakayahawaiki.com
29880	2318	2	81670850	ラーメン	サバ6製麺所　源八橋店	〒530-0041 大阪府 大阪市北区 天神橋2-1-7	
29905	2343	2	78284534	BAR	ダーツバーＲＯＳＩＥ	〒564-0031 大阪府 吹田市 元町6-19-201	
29919	2357	2	82566464	居酒屋	SHAN シャン	〒580-0043 大阪府 松原市 阿保5-15-12 ライズワンマンション101号室	
29936	2374	2	24050093	カフェ・喫茶店	カフェルシファー	〒556-0014 大阪府 大阪市浪速区 大国２－６－１０	
29976	2414	2	97663866	ラーメン	大王ラーメン	〒532-0011 大阪府 大阪市淀川区 西中島7-1-13-102	
29978	2416	2	98362761	BAR	Bar HONEY	〒550-0015 大阪府 大阪市西区 南堀江3-14-29-1003	
29981	2419	2	69227417	寿司屋	JOE MAD SPECIAL	〒544-0003 大阪府 大阪市生野区小路東2丁目1番19号	
29984	2422	2	80112548	寿司屋	すし誠	〒560-0013 大阪府 豊中市 上野東3-18-1エッディータウン101	
29998	2436	2	29562477	中華料理	笑福中華　恵美寿	〒563-0056 大阪府 池田市 栄町６ー１７	http://shoufuku-ebisu.net/
30010	2448	2	26845901	カフェ・喫茶店	SHELTER COFFEE	〒544-0031 大阪府 大阪市生野区鶴橋2丁目3番13号	
30015	2453	2	94403949	焼き鳥屋	馳走庵　新深江店	〒537-0002 大阪府 大阪市東成区 深江南１丁目１７番１３号	http://www.chisouan.com
30034	2472	2	68840402	スナック	長城BarZERO	〒542-0084 大阪府 大阪市中央区 宗右衛門町2番16号アンドラビル２階D号室	
30035	2473	2	92907928	スナック	彩	〒542-0084 大阪府 大阪市中央区 宗右衛門町2番16号アンドラビル6階B号室	
30046	2484	2	85669275	カフェ・喫茶店	キッチン沙くら	〒577-0012 大阪府 東大阪市 長田東5-1-26	
30051	2489	2	50818008	BAR	Bar cocoro	〒530-0016 大阪府 大阪市北区 中崎西3-2-17 1F	
30059	2497	2	84292436	イタリア料理	Trattoria PePe トラットリア　ぺぺ	〒541-0055 大阪府 大阪市中央区 船場中央1-4-3 船場センタービル3号館　B２Ｆ	
30072	2510	2	31221562	ラーメン	福々亭	〒534-0021 大阪府 大阪市都島区 都島本通４丁目２２の１１	
30094	2532	2	57726320	スナック	スナック凛	〒534-0024 大阪府 大阪市都島区 東野田町3-8-2京橋吉川ビル3階	
30111	2549	2	21204425	カレー屋	スパイス食堂ベホマズン	〒531-0041 大阪府 大阪市北区 天神橋8-2-9	
30120	2558	2	45465224	和食	うしの匠 北新地	〒531-0072 大阪府 大阪市北区 曽根崎新地1-2-24ニューウメダビル3階3号	
30132	2570	2	88821721	スナック	la vie	〒530-0041 大阪府 大阪市北区 天神橋4-2-7天満松栄会館306	https://www.pokepara.jp/osaka/m300/a302/shop4806/
30137	2575	2	76718077	カフェ・喫茶店	Cafe & Atelier inukoubou	〒586-0071 大阪府 河内長野市 加賀田765-3	http://cafe-inukoubou.com/
30161	2599	2	25569137	鉄板焼き屋	ふじや	〒557-0045 大阪府 大阪市西成区 玉出西2丁目14-11メゾン美也１階	
30174	2612	2	16578784	居酒屋	よぎや	〒544-0032 大阪府 大阪市生野区 中川西3-5-6	
30185	2623	2	81380931	居酒屋	居酒屋ふるさと	〒577-0837 大阪府 東大阪市 寿町３－９－１９	
30198	2636	2	38097312	中華料理	創作新中華料理　紅梅園	〒595-0023 大阪府 泉大津市 豊中887-1	
30199	2637	2	89579539	BAR	シュシュ	〒534-0024 大阪府 大阪市都島区 東野田町3-7-8第2野村ビル	https://sp.pokepara.jp/osaka/m300/a331/shop5583/
30203	2641	2	40693620	串かつ屋	串かつ　さき屋	〒574-0077 大阪府 大東市 三箇4-3-17	
30214	2652	2	81052537	洋食（オムライス等）	ダイニングキッチンペペロンチーノ	〒542-0085 大阪府 大阪市中央区 心斎橋筋2-2-10	
30224	2662	2	87394582	居酒屋	AMAMIYA	〒572-0051 大阪府 寝屋川市 高柳5丁目5-28	
30240	2678	2	89344119	居酒屋	風風	〒536-0016 大阪府 大阪市城東区 12番10号	https://tabelog.com/osaka/A2701/A270107/27035434/
30247	2685	2	24065704	BAR	ヴぃこんと	〒542-0083 大阪府 大阪市中央区 東心斎橋1-19-8 日宝プロムナード心斎橋4階	https://www.hotpepper.jp/strJ001208861/
30265	2703	2	31231485	スナック	たまご	〒572-0838 大阪府 寝屋川市 八坂町10番26号	
30283	2721	2	44232014	居酒屋	festa	〒596-0012 大阪府 岸和田市 新港町8-1	
30284	2722	2	32081842	スペイン料理店	CERVECERIA LUBIRO POSSA	〒541-0044 大阪府 大阪市中央区 伏見町2丁目4番4号伏見甲陽ビル1階	
30297	2735	2	56435298	居酒屋	angolo 1.3	〒590-0076 大阪府 堺市堺区 北瓦町２丁１－１１	
30309	2747	2	77095914	鉄板焼き屋	のぶ商店	〒550-0022 大阪府 大阪市西区 本田1-5-12 KNビル1階	
30314	2752	2	71976031	スナック	Dimshel蕾	〒569-0825 大阪府 高槻市 栄町4ー13ー14	
30322	2760	2	51710773	和食	お野菜、どうぞ。	〒542-0076 大阪府 大阪市中央区 難波5丁目1?60なんばシティー本館地下一階	https://www.oyasaidouzo.com
30329	2767	2	99304557	ラウンジ	ショーガール	〒590-0106 大阪府 堺市南区 豊田1775番地1	
30332	2770	2	21860408	BAR	カラオケかなで	〒534-0025 大阪府 大阪市都島区 片町２丁目７番２６号京橋ファインビル地下１階	
30336	2774	2	31547968	スナック	Body	〒530-0033 大阪府 大阪市北区 池田町17番6号プレステル天満　4階　４A号	
30345	2783	2	19102620	居酒屋	好乃	〒597-0081 大阪府 貝塚市 麻生中992-5	
30356	2794	2	51610593	居酒屋	ダイニング　ハニー	〒578-0914 大阪府 東大阪市 箕輪1-3-26	
30358	2796	2	16311633	BAR	cafe＆bar　TUBEROSE.	〒545-0042 大阪府 大阪市阿倍野区 丸山通1-5-3 TAIGAビル８階	
30378	2816	2	89275531	BAR	BAR Kimuraya	〒542-0084 大阪府 大阪市中央区 宗右衛門町1-21伊藤ビル1F	http://www.barkimuraya.com/
30381	2819	2	93048103	串かつ屋	串かつ吉	〒571-0014 大阪府 門真市 千石西町4-40	
30387	2825	2	90569907	スナック	Ann	〒599-8122 大阪府 堺市東区丈六171‐20	
30389	2827	2	94333361	BAR	Pumpkin Rocks	〒530-0051 大阪府 大阪市北区 太融寺町8-17 プラザ梅田ビル	
30428	2866	2	97593259	和食	炭火やきとりとり心	〒573-1106 大阪府 枚方市 町楠葉1-12-6	https://teamogp.co.jp/
30440	2878	2	99576019	居酒屋	竹広	〒559-0013 大阪府 大阪市住之江区 御崎1―7―3	
30442	2880	2	86518944	スナック	スナックY	〒536-0006 大阪府 大阪市城東区野江4丁目3番28号	
30446	2884	2	50499571	焼き鳥屋	炭焼き　香太郎	〒595-0021 大阪府 泉大津市 東豊中町1-9-11	https://www.hotpepper.jp/strJ001225456/amp/
30453	2891	2	57362141	居酒屋	ECHOCHAMBAR	〒542-0074 大阪府 大阪市中央区千日前1丁目5番10号	
30454	2892	2	78911874	居酒屋	八右衛門	〒546-0022 大阪府 大阪市東住吉区 住道矢田２丁目３番１６号	
30458	2896	2	32674264	クラブ	希舟	〒590-0945 大阪府 堺市堺区 戎之町東1-2-1	
30474	2912	2	37899544	居酒屋	和洋バルえびす	〒592-0002 大阪府 高石市 羽衣1-10-20	https://tabelog.com/osaka/A2705/A270502/27099630/?lid=owner_rst-top-jitempo_pc
30475	2913	2	47235701	BAR	Racine	〒530-0026 大阪府 大阪市北区 神山町8-14日宝東阪急レジャービル1階	
30477	2915	2	69497129	アジア料理	オンマソン	〒542-0082 大阪府 大阪市中央区 島之内2丁目8番21号－101号	
30481	2919	2	54082653	和食	三喜	〒530-0057 大阪府 大阪市北区 曽根崎	
30486	2924	2	40789552	カフェ・喫茶店	Cafe R	〒530-0047 大阪府 大阪市北区 西天満4-9-20 東興ビル2階	https://cafe-r.coffee/
30491	2929	2	98193885	焼肉	炭火焼肉じゃけぇ十三東店	〒532-0023 大阪府 大阪市淀川区 十三東3-28-18	https://r.gnavi.co.jp/akuy3hes0000/
30517	2955	2	31902187	スナック	ニュー順子	〒544-0001 大阪府 大阪市生野区 新今里３丁目11-3富士ゴールドビル1階	
30518	2956	2	61760168	ラウンジ	アベニール	〒598-0034 大阪府 泉佐野市 長滝786-1	
30544	2983	2	63733226	焼き鳥屋	焼鳥　百鳥	〒564-0051 大阪府 吹田市 豊津町16-5 汐田ビル1F	
30548	2987	2	69254684	カフェ・喫茶店	青い空カフェ	〒573-0121 大阪府 枚方市 津田北町二丁目34番35号	
30567	3006	2	75760555	BAR	レトロ Mix  Bar Lucy	〒536-0006 大阪府 大阪市城東区 野江2丁目11-17	
30571	3010	2	35092122	イタリア料理	Regal Rigoletto	〒530-0052 大阪府 大阪市北区 南扇町2-7	https://regalcast-rigoletto.com/
30574	3013	2	36367644	BAR	朱々	〒530-0002 大阪府 大阪市北区 曽根崎新地１－３－４　第３サウスビル３階	
30600	3039	2	67483696	アジア料理	あき	〒577-0056 大阪府 東大阪市 長堂１丁目３０番４号	
30616	3055	2	58473650	スナック	night in N	〒573-1127 大阪府 枚方市 上島町8-12Kプラザビル4階	
30619	3058	2	46700068	和食	安兵衛	〒581-0015 大阪府 八尾市 刑部1－180－3	
30623	3062	2	29152800	スナック	Othello	〒564-0082 大阪府 吹田市 片山町1-25-5 サンプラザ片山1階	
30635	3074	2	58095011	居酒屋	居酒屋みかわ	〒593-8327 大阪府 堺市西区 鳳中町3丁61	
30645	3084	2	39448979	居酒屋	通天閣もつ鍋屋 道頓堀店	〒542-0073 大阪府 大阪市中央区 日本橋1丁目1番15号	https://dreamreality-group.co.jp/
30646	3085	2	78838681	スナック	スナックゆう	〒563-0032 大阪府 池田市 石橋2-12-10	
30669	3109	2	34712818	焼き鳥屋	焼鳥凡僧南口店	〒533-0005 大阪府 大阪市東淀川区 瑞光1-13-3 シティハイム上新庄1F	
30680	3120	2	72742219	BAR	Bar DOLUDORU	〒595-0031 大阪府 泉大津市 我孫子1-2-47ホワイトビル1階2号室	
30687	3127	2	49114408	BAR	M's Cafe	〒542-0084 大阪府 大阪市中央区 宗右衛門町3-5	http://www.mscafe-bar.com
30704	3144	2	93775352	居酒屋	ふくむら	〒551-0021 大阪府 大阪市大正区 南恩加島2-2-4	
30715	3155	2	91971265	BAR	サングリエヨシミ	〒530-0003 大阪府 大阪市北区 堂島1-4-23 北新地吉本ビル1F	
30718	3158	2	99402938	カラオケ	SAM	〒552-0016 大阪府 大阪市港区 三先2-13-22-204 朝汐ギャラクシービル	
30734	3174	2	26676940	和食	美酒佳肴しょうじょう	〒564-0051 大阪府 吹田市豊津町17-8	
30752	3192	2	68745436	和食	北新地　馬虎亜（きたしんちばとらー）	〒530-0002 大阪府 大阪市北区曽根崎新地 １－１－４１田中ビル4階A号室	
30760	3200	2	59175953	居酒屋	北龍	〒530-0057 大阪府 大阪市北区 曽根崎２丁目５番３７号	https://www.hok-ryu.com/
30762	3202	2	90165505	寿司屋	鮨いしばし	〒567-0852 大阪府 茨木市 小柳町9-18 カースル安田103号	
30765	3205	2	47381720	居酒屋	炭火焼とワインの酒場　VOLTA北新地店	〒530-0002 大阪府 大阪市北区 曽根崎新地1-3-23 FOODEARビル１F	https://tabelog.com/osaka/A2701/A270101/27019177/
30795	3235	2	88344364	その他	たこ焼きえぼし	〒599-8236 大阪府 堺市中区 深井沢町3276	
30804	3244	2	79408699	カラオケ	SING BAR AGALTA	〒542-0083 大阪府 大阪市中央区 東心斎橋2-1-19 磯部ビル3階	
30807	3247	2	22315360	洋食（オムライス等）	ヤマネヤ	〒530-0041 大阪府 大阪市北区 天神橋3-2-27　田口ビル1階	
30838	3278	2	71794297	和食	米増	〒531-0075 大阪府 大阪市北区 大淀南1-9-16山彦ビル一階	
30843	3283	2	84853619	BAR	MEXICAN BAR YAK	〒567-0829 大阪府 茨木市 双葉町4-2 双葉コーポ101号	
30848	3288	2	81161832	スナック	CHANECO	〒569-0071 大阪府 高槻市 城北町2丁目13－25　カリヨンビル303	http://chaneco.club/
30851	3291	2	90815187	カラオケ	ふらっと	〒590-0403 大阪府 泉南郡熊取町 大久保中１丁目１番２５号	
30852	3292	2	10374771	居酒屋	鉄板焼喜泉	〒567-0803 大阪府 茨木市 中総持寺町6-20	
30860	3300	2	31468295	カラオケ	stepあゆね。	〒595-0804 大阪府 泉北郡忠岡町 馬瀬2-11-23	
30861	3301	2	88319277	ラーメン	?鍋処とんこつ総本家大福家	〒594-0081 大阪府 和泉市 葛の葉町1-13-71	
30863	3303	2	86661362	イタリア料理	オステリア　コモドヒロ	〒541-0057 大阪府 大阪市中央区 北久宝寺町1丁目4-15　SC堺筋本町ビル8階	
30866	3306	2	34139675	BAR	GO GO BAR HAMACHU	〒596-0046 大阪府 岸和田市 藤井町1-14-36大宮駅前Nビル2F	
30867	3307	2	36752013	スナック	ありがとう	〒599-8261 大阪府 堺市中区 堀上町1033サーティーワンビル202	
30875	3315	2	36687704	カフェ・喫茶店	カフェ＆パティスリーパンジー	〒530-0012 大阪府 大阪市北区 芝田1丁目1番4号阪急ターミナルビル1階	https://www.hankyu-hotel.com/hotel/hh/osakashh/restaurants/panji
30878	3318	2	96107651	和食	手づくり料理味菜	〒543-0021 大阪府 大阪市天王寺区 東高津町11-2	https://tabelog.com/osaka/A2701/A270205/27078063/
30883	3323	2	13456338	BAR	WEEK	〒532-0011 大阪府 大阪市淀川区 西中島3-21-14ソーヤビル5階	
30902	3342	2	83936856	焼肉	ナイショノツルマサ	〒555-0022 大阪府 大阪市西淀川区 柏里3-12-24	
30914	3354	2	26529996	スナック	LE.SANA	〒533-0014 大阪府 大阪市東淀川区 豊新１丁目１７番２３号モリビル３階	
30919	3359	2	44335953	居酒屋	手羽先からあげ　天の邪鬼	〒573-1144 大阪府 枚方市牧野本町 1-21-16	
30928	3368	2	68040261	カラオケ	馬車道	〒537-0013 大阪府 大阪市東成区 大今里南1-11-16	
30941	3381	2	36556853	スナック	Chou＊Chou	〒563-0032 大阪府 池田市 石橋2-1-5-2FAサンアイビル	
30943	3383	2	21605246	カフェ・喫茶店	ごはんカフェ cococonomi	〒578-0976 大阪府 東大阪市 西鴻池町1-2-34	
30948	3388	2	32429284	その他	じゃず家	〒530-0024 大阪府 大阪市北区山崎町 1-19	www.cocosound.jp/jazz_ya
30956	3396	2	55137177	ラウンジ	真jin	〒563-0032 大阪府 池田市 石橋1丁目12-12パークビルザ石橋1階106	
30982	3422	2	55415587	うどん	本家さぬきや堺上野芝店	〒593-8308 大阪府 堺市西区 神野町3-6-1	
30992	3432	2	97494314	カラオケ	カラオケ千明	〒572-0828 大阪府 寝屋川市 萱島桜園町13-1	
30994	3434	2	72511173	串かつ屋	姫虎	〒555-0025 大阪府 大阪市西淀川区 姫里10-18	
31003	3443	2	84278842	ラウンジ	眞	〒542-0084 大阪府 大阪市中央区 宗右衛門町2番33号パレス三ッ寺地下1階	
31011	3451	2	29532873	カフェ・喫茶店	SHERYL	〒530-0004 大阪府 大阪市北区 堂島浜1-1-18	
31017	3457	2	44719399	イタリア料理	グリーンプラス	〒542-0083 大阪府 大阪市中央区 東心斎橋1-14-21 川村ビル1階	
31060	3500	2	39291716	居酒屋	なごみ鴫野店	〒536-0014 大阪府 大阪市城東区 鴫野西5-2-21-1F	
31068	3508	2	39559975	イタリア料理	Mogura梅田店mole	〒530-0056 大阪府 大阪市北区 兎我野町11-10 スイスビル301	
31078	3518	2	46524709	居酒屋	就美	〒542-0084 大阪府 大阪市中央区 宗右衛門町6-25日宝富士センター１階４号	
31079	3519	2	10338848	カフェ・喫茶店	MAKE MY	〒530-0011 大阪府 大阪市北区大深町1番1号	
31089	3529	2	39647429	居酒屋	一蔵	〒577-0807 大阪府 東大阪市 菱屋西2丁目8の21	
31104	3544	2	14620747	ラーメン	四川辣麺　心斎橋店	〒542-0081 大阪府 大阪市中央区南船場3丁目 ５番２７号　アルファー心斎橋１F	
31131	3571	2	32852051	スナック	SNACK INSPIRE	〒599-8273 大阪府 堺市中区 深井清水町3769-4F	https://www.snack-inspire.com/
31134	3574	2	67131899	その他	Meat＆３choiceHands梅田エスト店	〒530-0017 大阪府 大阪市北区 角田町3-25　梅田エストE12	
31145	3585	2	28563269	居酒屋	てげてげ	〒590-0156 大阪府 堺市南区 稲葉2丁3018－1	
31151	3591	2	90153862	焼肉	焼肉ばっちょ	〒597-0071 大阪府 貝塚市 加神1-4-26	
31158	3598	2	15510823	和食	中筋水産	〒553-0003 大阪府 大阪市福島区 福島2-10-22	
31163	3603	2	61455518	和食	kitchen BAR 川人	〒542-0076 大阪府 大阪市中央区 難波4-6-2ミューズビル3F	
31169	3609	2	19145221	和食	街かど屋天神橋筋５丁目店	〒530-0041 大阪府 大阪市北区 天神橋5-7-16	
31179	3619	2	50767735	居酒屋	お食事処ミツ	〒579-8041 大阪府 東大阪市 喜里川町10番21号	
31188	3628	2	38755461	鍋料理	ちゃんこ料理　新	〒577-0809 大阪府 東大阪市永和 3－5－20	
31192	3632	2	20621831	カラオケ	カラオケ都	〒590-0526 大阪府 泉南市 男里４丁目７－３２	
31200	3640	2	77319340	和食	居酒屋はしご	〒583-0882 大阪府 羽曳野市 高鷲9-2-6	
31201	3641	2	45722836	スナック	げんてん	〒532-0032 大阪府 大阪市淀川区 三津屋北1-5-3	
31229	3669	2	27532659	スナック	カラオケ喫茶レガート	〒579-8051 大阪府 東大阪市 瓢箪山町３番１５号一富士ビル201号	
31231	3671	2	46866970	中華料理	大阪王将　東天満店	〒530-0044 大阪府 大阪市北区 東天満二丁目2-5	www.osaka-ohsho.com
31236	3676	2	24871135	BAR	Sunny-B	〒530-0003 大阪府 大阪市北区 堂島1-3-29 日宝新地レジャービル4階	
31242	3682	2	29004508	スナック	SNACK51	〒544-0013 大阪府 大阪市生野区 巽中一丁目24番10号ビーハウス6階	
31254	3694	2	84991730	居酒屋	熔岩屋　西道頓堀店	〒542-0071 大阪府 大阪市中央区道頓堀 2-2-13	
31256	3696	2	46516723	居酒屋	ジョニーのからあげ東三国店	〒532-0003 大阪府 大阪市淀川区 宮原5-2-20	https://www.hotpepper.jp/strJ001131388
31261	3701	2	45128586	ラーメン	どうとんぼり神座　関西国際空港店	〒549-0011 大阪府 泉南郡田尻町 泉州空港中1番地ターミナルビル3F	
31262	3702	2	54265283	居酒屋	居酒屋中繁	〒592-0014 大阪府 高石市 綾園1-14-30	
31264	3704	2	69271022	その他	チョンガッネタッカンマリ	〒537-0024 大阪府 大阪市東成区東小橋3丁目9番16号	
31272	3712	2	91048782	ラウンジ	cher	〒577-0057 大阪府 東大阪市 足代新町6-12 JJCALE1階	
31282	3722	2	26293591	イタリア料理	炭火とワイン	〒553-0003 大阪府 大阪市福島区福島 7丁目11番51号	
