通し番号	作業番号	作業ファイル	申込番号	店舗種別	施設名称	施設所在地	施設ホームページURL
4852	4859	1	37997171	BAR	sake倶楽部しの	〒530-0002 大阪府 大阪市北区曽根崎新地 1丁目3番４号第3サウスビル2階	
4865	4872	1	62681840	居酒屋	?み喰い処　ひとっちゃん	〒583-0886 大阪府 羽曳野市 恵我之荘５－１－２９	
4879	4886	1	72678420	スナック	スナック　ルナ	〒546-0023 大阪府 大阪市東住吉区 矢田2-17-7　長居公園東レジャービル3F	
4889	4896	1	94337187	カフェ・喫茶店	Cafe Orangerie	〒540-0036 大阪府 大阪市中央区 船越町1-2-9 ドエル天満橋1F	
4891	4898	1	51832739	BAR	Duterute	〒590-0954 大阪府 堺市堺区 大町東3-2-5 ニュー伊津美ビル1F	
4892	4899	1	17945494	ラーメン	麺屋たけちゃん	〒556-0022 大阪府 大阪市浪速区 桜川2-2-25難波スカイハイツ102	
4895	4902	1	77066241	居酒屋	大衆割烹　一八	〒532-0005 大阪府 大阪市淀川区 三国本町3-27-13	
4907	4914	1	70104012	串かつ屋	中崎きりがね食堂	〒530-0015 大阪府 大阪市北区中崎西 2-4-27	
4996	5003	1	61513392	スナック	ラウンジ　シエル	〒565-0816 大阪府 吹田市 長野東１６－５フェスタ千里丘３０２号	
5001	5008	1	75809721	スナック	スナックピース	〒578-0924 大阪府 東大阪市吉田７丁目1番10号  セントラル東花園４０１	
5002	5009	1	15426837	スナック	なかまや	〒561-0835 大阪府 豊中市 庄本町2-5-1	
5011	5018	1	45916294	スナック	code	〒594-0031 大阪府 和泉市 伏屋町　進化第６ビル別館102号	
5025	5032	1	87230022	スナック	Snack Reve	〒573-1127 大阪府 枚方市 上島町8-12kプラザビル202	
5032	5039	1	69868805	スナック	マシュマロ	〒581-0003 大阪府 八尾市 本町7-10-11　5FC	
5074	5081	1	78311474	ラウンジ	雛	〒542-0085 大阪府 大阪市中央区 心斎橋筋2丁目2番10号	
5169	5176	1	29807914	BAR	Bar酒家	〒573-1142 大阪府 枚方市 牧野下島町1-29	
5175	5182	1	91789504	BAR	ＢＩＮＫＳ	〒561-0882 大阪府 豊中市 南桜塚4-1-34 2F	
5187	5194	1	40901821	スナック	愛ランド	〒542-0083 大阪府 大阪市中央区東心斎橋２丁目４番１９号	
5202	5209	1	24416574	居酒屋	枚方大衆酒場sun	〒573-0032 大阪府 枚方市 岡東町19-1 枚方ソノラ	
5249	5256	1	50432760	居酒屋	酒菜屋　桜百番	〒553-0001 大阪府 大阪市福島区 海老江1-1-17	
5254	5261	1	76092818	スナック	スナックBelieve	〒569-0071 大阪府 高槻市城北町 2丁目13-23 SKビル	
5255	5262	1	27350362	アジア料理	HANG RONG	〒532-0023 大阪府 大阪市淀川区 十三東3-28-18	
5257	5264	1	42040986	ラーメン	ラーメン而今阿倍野元町店	〒545-0034 大阪府 大阪市阿倍野区 阿倍野元町4-3	
5314	5321	1	27397473	カフェ・喫茶店	アジアンカフェXanh	〒572-0048 大阪府 寝屋川市 大利町20－2グリーンビル3F	
5316	5323	1	95030799	BAR	WorldWineBarbypieroth関西国際空港店	〒549-0011 大阪府 泉南郡田尻町 泉州空港中1関西国際空港第一ターミナルビル2F	
5323	5330	1	10289467	BAR	カフェバーメルヘン	〒552-0001 大阪府 大阪市港区波除 3丁目9-14ホッホＭ102	
5327	5334	1	79685204	居酒屋	ばんこ	〒530-0041 大阪府 大阪市北区 天神橋4丁目9番2号	
5360	5367	1	40956506	BAR	bar monochrome	〒530-0027 大阪府 大阪市北区 堂山町16番4号　パールレジャービル 402号	
5365	5372	1	19672139	BAR	POPOBE	〒544-0001 大阪府 大阪市生野区新今里3丁目 3番7号　エトワールビル　8A	
5390	5397	1	37685229	スナック	AQUA	〒596-0047 大阪府 岸和田市 上野町東7-21	
5433	5440	1	23971206	居酒屋	さくら通り	〒544-0033 大阪府 大阪市生野区 勝山北2-13-12	
5458	5465	1	81002319	カラオケ	カラオケ喫茶やすらぎ	〒571-0013 大阪府 門真市 千石東町38-7	
5491	5498	1	43700736	居酒屋	燃えろドラゴン	〒542-0083 大阪府 大阪市中央区 東心斎橋２丁目１番１３号ジャンボビル１階２号	
5497	5504	1	54647460	和食	かぼちゃ	〒540-0039 大阪府 大阪市中央区 東高麗橋2-1 ルート中之島ビル104	
5507	5514	1	54528827	居酒屋	王子屋	〒545-0034 大阪府 大阪市阿倍野区 阿倍野元町13-2	
5535	5542	1	15313641	焼き鳥屋	酉壱	〒576-0053 大阪府 交野市 郡津5-5-3	
5545	5552	1	72095541	カラオケ	カラオケダイニングLILY	〒594-0066 大阪府 和泉市 桑原町283-1	
5554	5561	1	32467144	居酒屋	韓国風食堂富味	〒595-0811 大阪府 泉北郡忠岡町 忠岡北2-9-33	
5562	5569	1	85264544	居酒屋	お母さん食堂じゅん	〒596-0044 大阪府 岸和田市 西之内町22－32　5号店	
5601	5608	1	10304317	居酒屋	寿司海鮮居酒屋天秤棒	〒542-0074 大阪府 大阪市中央区 千日前2－7－11	
5602	5609	1	62812158	居酒屋	居酒屋大笑	〒555-0032 大阪府 大阪市西淀川区 大和田3丁目	
5617	5624	1	15098241	お好み焼	もあ	〒590-0024 大阪府 堺市堺区 向陵中町4-6-3三国ヶ丘コーポ104号	
5619	5626	1	33461909	スナック	カラオケ町	〒560-0021 大阪府 豊中市 本町1-12-12	
5629	5636	1	16247766	BAR	Beer Bar YELL	〒542-0084 大阪府 大阪市中央区 宗右衛門町3-7BRAVE宗右衛門町1階F号	
5675	5682	1	11644583	居酒屋	Diningわくら	〒592-0014 大阪府 高石市 綾園3-6-10	
5702	5709	1	94190438	BAR	BAR CHULA	〒542-0086 大阪府 大阪市中央区 西心斎橋2-6-6	
5711	5718	1	59334104	BAR	村林	〒550-0014 大阪府 大阪市西区 北堀江1-21-12 米澤ビル北堀江　101号室	
5720	5727	1	72575807	BAR	バーラジル	〒530-0057 大阪府 大阪市北区 曽根崎2-5-41大一梅田ビル2F	
5723	5730	1	16518706	居酒屋	Food Journey Drinks	〒542-0076 大阪府 大阪市中央区 難波5丁目1番60号	
5727	5734	1	19859087	居酒屋	墓場寿司	〒530-0041 大阪府 大阪市北区 天神橋４丁目１２ー４シミズビル３階	
5790	5797	1	74900341	ラウンジ	ラウンジPASH	〒532-0011 大阪府 大阪市淀川区 西中島3丁目13-8 北中ビル2F	
5811	5818	1	77961922	居酒屋	人情酒場　えん	〒595-0025 大阪府 泉大津市 旭町16-4ブランミュールIMAI1階西	
5822	5829	1	74426016	アジア料理	アリラン	〒570-0036 大阪府 守口市 大枝東町2-3	
5829	5836	1	54368961	アジア料理	日韓屋にっこりや	〒533-0004 大阪府 大阪市東淀川区 小松1ー4ー7	
5865	5872	1	33423610	居酒屋	丁度ええとこ　上燗や	〒550-0001 大阪府 大阪市西区 土佐堀1-4-6	
5907	5914	1	55886768	スナック	アロマージュ	〒581-0003 大阪府 八尾市 本町７丁目１１ー８ サンタウン八尾１階１０３号室	
5976	5983	1	33443125	スナック	Dan	〒535-0012 大阪府 大阪市旭区 千林2-18-22B1	
5977	5984	1	45311294	スナック	minimum	〒535-0012 大阪府 大阪市旭区 千林2-18-22-3F	
5985	5992	1	64411191	スナック	メープル	〒560-0005 大阪府 豊中市 西緑丘3-13-3ヴェルデ緑丘B102号室	
6009	6016	1	65741634	BAR	ラブ・フォーティ	〒530-0027 大阪府 大阪市北区 堂山町13-4  JUON堂山ビル2階	
6020	6027	1	97815950	居酒屋	喜登	〒530-0052 大阪府 大阪市北区 南扇町2-3木村ビル2階	
6079	6086	1	25505654	お好み焼	ひかり　お好み焼き	〒590-0075 大阪府 堺区南花田口町1丁3‐21	
6089	6096	1	16039607	ラーメン	浪花阿吽亭	〒543-0001 大阪府 大阪市天王寺区 上本町6丁目3-31　うえほんまちハイハイタウンB1階	
6136	6143	1	90765627	おでん屋	創作おでん千	〒596-0004 大阪府 岸和田市 荒木町１－６－３５	
6207	6214	1	73081855	居酒屋	台所ダンケちゃんちゃん	〒595-0031 大阪府 泉大津市我孫子４０９－５	
6235	6242	1	62882957	カラオケ	SKY	〒577-0057 大阪府 東大阪市 足代新町4-11ニューグランドビル3Ｆ	
6242	6249	1	55483924	ラーメン	祥瑞ラーメン	〒571-0058 大阪府 門真市 小路町5-11	
6247	6254	1	75931839	BAR	Marilyn	〒547-0032 大阪府 大阪市平野区 流町1ー2ー1新栄プロパティ302	
6258	6265	1	97178039	焼き鳥屋	炭火串焼きたむら	〒536-0001 大阪府 大阪市城東区 古市3-14-11	
6262	6269	1	12592363	スナック	サウザント　ベル	〒580-0021 大阪府 松原市 高見ノ里4丁目5の31松原ギャラクシービル304	
6324	6331	1	93625538	BAR	LABALABAR	〒590-0945 大阪府 堺市堺区 戎之町東1丁１－２８　グランド戎別館２０１	
6373	6380	1	33179114	カフェ・喫茶店	コーヒーショップタカラブネ	〒545-0052 大阪府 大阪市阿倍野区 阿倍野筋4-12-11	
6387	6394	1	28313986	居酒屋	キッチンSoho	〒559-0025 大阪府 大阪市住之江区 平林南2-12-64 エソールビル1階	
6397	6404	1	16101430	BAR	BirdLand	〒563-0032 大阪府 池田市 石橋2-15-29-2F	
6399	6406	1	27809366	BAR	Flamingo	〒563-0032 大阪府 池田市 石橋2-2-7	
6414	6421	1	18610091	居酒屋	家庭料理美佳ん家	〒558-0011 大阪府 大阪市住吉区 苅田3-12-15	
6419	6426	1	90230024	ステーキハウス	ステーキリバーべ深井店	〒599-8236 大阪府 堺市中区 深井沢町3282	
6421	6428	1	49435310	スナック	Jukebox	〒551-0031 大阪府 大阪市大正区泉尾２丁目２番１号	
6424	6431	1	69360204	BAR	cafe&bar HOUSE of DREAD	〒567-0806 大阪府 茨木市 庄2-25-43	
6452	6459	1	21896087	鍋料理	しゃぶ菜梅田店	〒530-0017 大阪府 大阪市北区 角田町９－１７新梅田食道街内	
6456	6463	1	50053638	居酒屋	大衆酒場ヒロタヤ３号	〒533-0005 大阪府 大阪市東淀川区 瑞光１ー３－３０	
6467	6474	1	26629330	居酒屋	居酒屋　三国	〒542-0074 大阪府 大阪市中央区 千日前２丁目７番１０号	
6475	6482	1	99599440	居酒屋	三ちゃん	〒542-0074 大阪府 大阪市中央区 千日前2-7-10	
6558	6565	1	56111451	居酒屋	まかない料理　はやて	〒598-0012 大阪府 泉佐野市 高松東1-10-18	
6563	6570	1	62064344	居酒屋	酒味泉ごえんや	〒543-0014 大阪府 大阪市天王寺区 玉造元町2-32ライオンズマンション玉造201	
6572	6579	1	32245153	居酒屋	手羽屋いっちょめ	〒542-0085 大阪府 大阪市中央区 心斎橋筋2-7-11 2階13号	
6574	6581	1	95244423	居酒屋	居酒屋おいでや	〒558-0014 大阪府 大阪市我孫子 1-9-5	
6575	6582	1	79726841	居酒屋	ネオ大衆酒場 ひばりちゃん	〒530-0055 大阪府 大阪市北区 野崎町9-13　梅田扇町通ビル6F	
6601	6609	1	29491501	居酒屋	北新地ぎょうざ家バル　芝田店	〒530-0012 大阪府 大阪市北区 芝田1-3-11ウィン不動産ビル	
6602	6610	1	77054739	その他	蛸焼依屋文左衛門	〒542-0074 大阪府 大阪市中央区 千日前１ー８ー２４	
6610	6618	1	36865446	居酒屋	かや	〒590-0834 大阪府 堺市堺区 出島町2-7-54	
6612	6620	1	12282137	ラーメン	一号艇　服部天神駅前店	〒561-0859 大阪府 豊中市 服部豊町1-1-3	
6617	6625	1	12711049	ラーメン	よってこや枚方駅前店	〒573-1191 大阪府 枚方市 新町1-8-15	
6622	6630	1	12688539	焼き鳥屋	炭火焼鳥　つくね屋	〒541-0045 大阪府 大阪市中央区 道修町3-1-14	
6641	6649	1	22669719	BAR	アノット	〒530-0003 大阪府 大阪市北区 堂島１丁目3-1二葉ビル401	
6643	6651	1	54694598	BAR	Darts&SportsBar Chou-Chou	〒572-0085 大阪府 寝屋川市 香里新町 9-10	
6644	6652	1	79126295	中華料理	味の源	〒556-0016 大阪府 浪速区元町２丁目８番１１号	
6653	6661	1	14888124	居酒屋	居酒屋四万十	〒533-0013 大阪府 大阪市東淀川区 豊里6-24-14	
6662	6670	1	27356893	和食	三ちゃん	〒551-0001 大阪府 大阪市大正区三軒家西1丁目17番20号	
6668	6676	1	36930827	BAR	Picanteria Rio Piura	〒545-0052 大阪府 大阪市阿倍野区 阿倍野筋4丁目12‐8	
6700	6708	1	70269642	BAR	リプサリス	〒542-0083 大阪府 大阪市中央区東心斎橋 2-5-21 日宝大阪屋会館2階	
6705	6713	1	34927408	その他	つぐみ	〒580-0043 大阪府 松原市 阿保3-16-32	
6710	6718	1	10225041	スナック	スナック舞夢	〒545-0014 大阪府 大阪市阿倍野区 西田辺町1-5-4	
6711	6719	1	92318319	BAR	スライフォックス	〒571-0061 大阪府 門真市 朝日町11-11プレアール門真1F101号室	
6719	6727	1	32459458	BAR	Eldorado .M	〒542-0083 大阪府 大阪市中央区 東心斎橋2丁目5番19号南グランド会館３階	
6720	6728	1	80788543	居酒屋	北の家族アパホテル堺駅前店	〒590-0985 大阪府 堺市堺区 戎島町4-28-6アパホテル堺駅前店１階	
6722	6730	1	67787899	寿司屋	寿司一品しゃんこ土田	〒599-8114 大阪府 堺市東区 日置荘西町1-21-2	
6771	6779	1	12608175	中華料理	中国名菜秀平	〒598-0062 大阪府 泉佐野市 下瓦屋347-1	
6783	6791	1	32047958	アジア料理	韓国館	〒595-0021 大阪府 泉大津市 東豊中町１丁目２－３	
6794	6802	1	70496387	うどん	阪急百貨店 梅田こころ亭	〒530-0017 大阪府 大阪市北区 角田町８番７号	
6801	6809	1	97959975	中華料理	OBENTOてて	〒531-0076 大阪府 大阪市北区 大淀中1-16-16	
6816	6824	1	57186058	BAR	BAR 中原	〒590-0985 大阪府 堺市堺区 戎島町2-30ターミナルマンション120号	
6819	6827	1	74608830	BAR	樂駄屋	〒562-0014 大阪府 箕面市 萱野2-11-4	
6828	6836	1	78651153	居酒屋	ホルモン居酒屋ROOKIES	〒545-0014 大阪府 大阪市阿倍野区 西田辺町1-6-15	
6883	6891	1	24117796	BAR	BeBe倶楽部	〒530-0002 大阪府 大阪市北区 曽根崎新地1-6-3 ラウンドビル5階	
6911	6919	1	59961003	居酒屋	カフェユニティ	〒599-8273 大阪府 堺市中区 深井清水町3549	
6917	6925	1	28328689	スナック	Ｌｅｔｔｅｒ	〒552-0003 大阪府 大阪市港区 磯路1-4-6　エイトナインビル４階	
6918	6926	1	98202605	BAR	Area3439	〒556-0002 大阪府 大阪市浪速区 恵美須東2丁目8番7号ビジタル浪速3 1階	
6939	6947	1	67491704	焼肉	板前焼肉一光　千日前店	〒542-0074 大阪府 大阪市中央区 千日前2-6-8	
6944	6952	1	43118526	和食	万両寿司	〒573-1106 大阪府 枚方市町楠葉１丁目13番3号	
6955	6963	1	79288603	居酒屋	居酒屋　手まり	〒562-0001 大阪府 箕面市 箕面１－２－６－１０４	
6970	6978	1	71888859	居酒屋	丸得酒場とくとく弁天町波除店	〒552-0001 大阪府 大阪市港区 波除3-8-7 117F	
6971	6979	1	55962646	居酒屋	炙ぜかわ	〒534-0024 大阪府 大阪市都島区 東野田町3-11-7	
6974	6982	1	55111515	BAR	Breath	〒530-0002 大阪府 大阪市北区 曽根崎新地1-10-1エスパシオンヤマダ803	
6978	6986	1	66167959	スナック	カラオケスナックカナリア	〒563-0032 大阪府 池田市 石橋１丁目９－１３リバティハウス石橋１０５号	
6989	6997	1	62267752	ファストフード	韓流屋	〒597-0001 大阪府 貝塚市 近木町7番14号	
7021	7029	1	40119755	BAR	barハナレ	〒553-0006 大阪府 大阪市福島区 吉野２丁目１３番１３号	
7163	7171	1	20302412	ラーメン	大阪肉そば春一番	〒550-0006 大阪府 大阪市西区 江之子島1-7-3奥内阿波座駅前ビル511号室	
7225	7233	1	70960674	お好み焼	にらめっ子	〒550-0013 大阪府 大阪市西区 新町1-29-18　コート新町2階	
7238	7246	1	73044197	BAR	COSME	〒552-0004 大阪府 大阪市港区 夕凪2丁目１８－６フローレス夕凪403	
7256	7264	1	17395977	BAR	Bar Cadere	〒598-0007 大阪府 泉佐野市 上町3丁目7-11エースビル2F203	
7276	7284	1	44059061	BAR	bar ray=out	〒542-0076 大阪府 大阪市中央区 難波４丁目８番７号橋垣ビル１階４号室	
7278	7286	1	80135198	居酒屋	さとみ	〒577-0814 大阪府 東大阪市 南上小阪９番３号	
7283	7291	1	11220850	寿司屋	芝剛	〒547-0032 大阪府 大阪市平野区 流町3-20-2	
7294	7302	1	94113411	スナック	燦々	〒538-0043 大阪府 大阪市鶴見区 今津南1-2-19	
7308	7316	1	11301461	居酒屋	INDEEP	〒599-8273 大阪 堺市中区深井清水町 3526	
7311	7319	1	11950772	焼き鳥屋	大富豪	〒530-0041 大阪府 大阪市北区 天神橋5-8-2	
7365	7373	1	45326905	カラオケ	飛鳥	〒556-0027 大阪府 大阪市浪速区 木津川2-4-58	
7388	7396	1	42212323	BAR	SKYYBLUE	〒542-0083 大阪府 大阪市中央区 東心斎橋2-3-3日宝ムーンライトビル4F1号	
7401	7409	1	68591487	その他	ル･センティフォーリア天保山	〒552-0021 大阪府 大阪市港区 築港4-4-17	
7423	7431	1	74698378	BAR	孤独ノ踊場	〒542-0086 大阪府 大阪市中央区 西心斎橋2丁目９番５号三ッ寺会館３階	
7493	7501	1	76402320	居酒屋	鷄いちず深江橋店	〒537-0003 大阪府 大阪市東成区 神路1ー6ー16パールハイム1F	
7495	7503	1	83180883	居酒屋	ほしぞら	〒537-0013 大阪府 大阪市東成区 大今里南2-9-2-410	
7534	7542	1	60133213	焼肉	焼肉たかつきレバー　富田店	〒569-0814 大阪府 高槻市 富田町1-6-8　佐竹ビル2階	
7551	7559	1	36736718	洋食（オムライス等）	mammys kitchen FULL	〒540-0026 大阪府 大阪市中央区 内本町2-3-8 ダイアパレスビル本町105号室	
7558	7566	1	62998851	居酒屋	串　すえひろ	〒553-0003 大阪府 大阪市福島区 福島８－１６－１４	
7575	7583	1	52906252	カフェ・喫茶店	ガンダムスクエア	〒565-0826 大阪府 吹田市 千里万博公園2-1　EXPOKITCHEN 1階	
7582	7590	1	87428390	イタリア料理	popina Festina Lente	〒534-0021 大阪府 大阪市都島区 都島本通4丁目22－19　アヴェルラ都島１F	
7611	7619	1	81983652	ラーメン	麺屋黒船	〒583-0017 大阪府 藤井寺市 藤ケ丘三丁目１２番地１０号	
7613	7621	1	60993638	BAR	アクアロイス	〒563-0032 大阪府 池田市 石橋1丁目７－４	
7618	7626	1	69478424	BAR	北浜Junk	〒541-0041 大阪府 大阪市中央区北浜2-3-15 忠兵衛ビル3F	
7680	7688	1	27519975	寿司屋	河島寿司	〒558-0014 大阪府 大阪市住吉区 我孫子5-11-7	
7712	7720	1	85138279	居酒屋	大八	〒578-0976 大阪府 東大阪市 西鴻池町2－1－50	
7715	7723	1	10001406	スナック	優香	〒530-0002 大阪府 大阪市北区 曽根崎新地1-7-6 新日本新地ビル東館1F	
7744	7752	1	37996010	スナック	スナック姫芽	〒567-0803 大阪府 茨木市 中総持寺町5-3	
7745	7753	1	78787133	スナック	うわさの姫子	〒534-0024 大阪府 大阪市都島区 東野田町5-2-4	
7767	7775	1	22675013	居酒屋	旬彩ばん東	〒534-0021 大阪府 大阪市都島区 都島本通3-28-5	
7790	7798	1	93878111	BAR	Albero	〒538-0044 大阪府 大阪市鶴見区 放出東2-8-36	
7815	7823	1	90034258	ラウンジ	LoungeRay-レイ-	〒590-0946 大阪府 堺市堺区 熊野町東1-2-8アプローズビル4F	
7894	7902	1	25012809	寿司屋	JOE MAD SPECIAL	〒544-0003 大阪府 大阪市生野区 小路東2丁目1-19 コーポエンゼル１階	
7910	7918	1	65255928	カフェ・喫茶店	Harrow's	〒542-0083 大阪府 大阪市中央区 東心斎橋1-8-14オーブナテビル3F	
7913	7921	1	71219075	ラーメン	きたかた食堂　南久宝寺店	〒541-0058 大阪府 大阪市中央区 南久宝寺町2-1-2B1F	
7939	7947	1	26086816	居酒屋	居酒屋かもん	〒564-0011 大阪府 吹田市岸部南２丁目２－１５	
7950	7958	1	74742785	カフェ・喫茶店	kuu.cafe	〒576-0032 大阪府 交野市 私市山手3-6-29	
7954	7962	1	44147902	BAR	High Jinks 2	〒542-0075 大阪府 大阪市中央区 難波千日前１－２２日宝河原町会館ビル２階	
7955	7963	1	44917315	カフェ・喫茶店	ココンチカフェ	〒556-0002 大阪府 大阪市浪速区 恵美須東2丁目7-2	
7975	7983	1	98719374	BAR	BAR Amrita	〒581-0803 大阪府 八尾市 光町2-180	
7990	7998	1	22687807	BAR	メイ	〒590-0013 大阪府 堺市堺区東雲西町 ２丁２ー9	
7997	8005	1	48604830	焼き鳥屋	鳥すけ	〒547-0031 大阪府 大阪市平野区 平野南2-9-31ヴィラ日建103号	
8017	8025	1	37299942	スナック	ainori	〒581ｰ0003 大阪府 八尾市本町７丁目１０－１７　クリスタルプラザ４Ｆ	
8020	8028	1	63412026	焼き鳥屋	御嘉家	〒560-0022 大阪府 豊中市 北桜塚1-2-3	
8027	8035	1	67147625	居酒屋	鮮魚のほら穴	〒532-0002 大阪府 大阪市淀川区 東三国１－９－８	
8071	8079	1	78745683	居酒屋	居酒屋　Haru	〒557-0042 大阪府 大阪市西成区 岸里東１丁目１９番５号	
8073	8081	1	47494498	居酒屋	呑み処２９３　tsugumi	〒563-0025 大阪府 池田市 城南2-1-22	
8092	8100	1	38470920	居酒屋	旬和席うおまん　くずはモール店	〒573-1121 大阪府 枚方市楠葉花園町 15-1くずはモール本館	
8125	8133	1	73242187	居酒屋	とらや	〒532-0002 大阪府 大阪市淀川区東三国5丁目3番15号	
8141	8149	1	10943030	居酒屋	琉球泡盛酒場とぅるるん	〒531-0074 大阪府 大阪市北区本庄東１丁目４番１４号	
8155	8163	1	50374453	居酒屋	唄えるキッチン笑愛niko	〒558-0011 大阪府 大阪市住吉区苅田7丁目3番22号	
8157	8165	1	96953120	居酒屋	くすのき	〒530-0023 大阪府 大阪市北区 黒崎町４－１３	
8218	8226	1	63566802	居酒屋	居酒屋愛	〒561-0833 大阪府 豊中市庄内幸町２丁目１２－２１	
8231	8239	1	13339513	BAR	BAR MINSUNG	〒550-0027 大阪府 大阪市西区 九条1-17-14	
8260	8268	1	57148076	BAR	THESECRETTAVERN アジト×365	〒542-0083 大阪府 大阪市中央区 東心斎橋1丁目4-1オリエンタル東心斎橋ビル203号室	
8311	8319	1	74537861	居酒屋	史夏	〒557-0045 大阪府 大阪市西成区 玉出西2-15-12 ヴィラ玉出103	
8313	8321	1	38381873	洋食（オムライス等）	アニソンDining＆BARとらんぷ	〒530-0027 大阪府 大阪市北区 堂山町4-6　SERタワーズB1F	
8340	8348	1	96882559	スナック	海馬	〒552-0004 大阪府 大阪市港区 夕凪2丁目5番27号	
8342	8350	1	23834873	居酒屋	彩羽	〒583-0853 大阪府 羽曳野市 栄町２町目１番地	
8355	8363	1	81501731	居酒屋	おばんざい　わさび	〒591-8011 大阪府 堺市北区南花田町８４‐１	
8370	8378	1	23688880	居酒屋	マッスルキッチン	〒559-0012 大阪府 大阪市住之江区 東加賀屋3-16-15サニーコーポ1階	
8376	8384	1	53824957	焼き鳥屋	カモメスタンド	〒553-0003 大阪府 大阪市福島区 福島2-2-7	
8384	8392	1	90895703	スナック	渚凪	〒594-0071 大阪府 和泉市 府中町7丁目4ー14ー3B	
8387	8395	1	39424578	スナック	LION	〒552-0001 大阪府 大阪市港区 波除3丁目1番16号スウィングプラザ107	
8404	8412	1	99903940	居酒屋	Dining & Bar RAION	〒580-0016 大阪府 松原市 上田2丁目3番17号	
8408	8416	1	97220389	ラーメン	畷黒	〒575-0036 大阪府 四條畷市 雁屋南町17-3	
8429	8437	1	81920366	和食	まつり池田本店（サカエマチ デリ）	〒563-0056 大阪府 池田市栄町3-16 ｻｶｴﾏﾁ一番街	
8444	8452	1	28491113	その他	りとるきっちん	〒545-0004 大阪府 大阪市阿倍野区 文の里1-7-19ラパンジール阿倍野１階	
8465	8473	1	58923288	和食	Zeal	〒569-0071 大阪府 高槻市 城北町1-3-26　並河マンション1F‐B	
8484	8492	1	11493692	焼肉	焼肉の口福屋	〒558-0031 大阪府 大阪市住吉区 沢之町1-11-24	
8535	8543	1	16813635	カフェ・喫茶店	カラオケ喫茶シルク	〒593-8326 大阪府 堺市西区 鳳西町1丁2-3	
8536	8544	1	32417677	BAR	BEER BABA Plus	〒542-0083 大阪府 大阪市中央区 東心斎橋2-5-３１月虎５１番館６Ｆ	
8543	8551	1	24381219	BAR	shot bar K9	〒583-0011 大阪府 藤井寺市 沢田2-9-5 2F	
8559	8567	1	83762563	フランス料理店	Bistroえくうす	〒542-0077 大阪府 大阪市中央区 道頓堀1丁目7ー10日宝バイストリート横丁ビル2F	
8569	8577	1	22587115	スナック	紙箱（ダンボール）	〒559-0005 大阪府 大阪市住之江区 西住之江1ー5ー11	
8596	8604	1	29471328	BAR	OPUST	〒590-0946 大阪府 堺市堺区 熊野町東２丁１－１０米澤ビル２1階１０７号	
8621	8629	1	14159217	スナック	香瑞	〒589-0013 大阪府 大阪狭山市 茱萸木4-63-3	
8626	8634	1	99555472	カフェ・喫茶店	カラオケ＆cafeなごみ	〒585-0053 大阪府 南河内郡千早赤阪村 小吹６８番８７２号	
8646	8654	1	99072522	スナック	爽	〒572-0834 大阪府 寝屋川市 昭栄町11-4ロイヤルシャトービル602	
8667	8675	1	66517871	カラオケ	唄い処ぽっかぽか	〒586-0042 大阪府 河内長野市 日東町15－9	
8676	8684	1	41981708	BAR	BAR TENTEKO	〒596-0826 大阪府 岸和田市作才町１１６２－１　２ＦＢ号	
8693	8701	1	34817885	スナック	梓	〒581ｰ0013 大阪府 八尾市山本町南1丁目3-20 ｻﾝｼｬｲﾝ山本ﾋﾞﾙ2階2-G号	
8698	8706	1	83628548	カフェ・喫茶店	春満堂	〒581-0086 大阪府 八尾市 陽光園2-3-16	
8757	8765	1	22565350	居酒屋	ジャルディーノ	〒545-0014 大阪府 大阪市阿倍野区 西田辺町2-1-19猿鶴B号	
8789	8797	1	88945685	和食	創作割烹弦月	〒596-0826 大阪府 岸和田市 作才町１１３７番地有恒第３ビル１階	
8831	8839	1	10255572	スナック	Allie	〒542-0084 大阪府 大阪市中央区 宗右衛門町2ー16	
8866	8874	1	47835550	BAR	Dining Cafe Bar anemone	〒594-1101 大阪府 和泉市 室堂町605-1	
8874	8882	1	79287232	うどん	まとがた	〒557-0014 大阪府 大阪市西成区 天下茶屋３丁目２０ｰ９	
8899	8907	1	59947590	居酒屋	居酒屋嵯峨野	〒533-0013 大阪府 大阪市東淀川区 豊里5-24-28	
8910	8918	1	78153805	スナック	美?	〒599-8271 大阪府 堺市中区 深井北町3115番地1　フローラルハイツ103号	
8948	8956	1	35776217	スナック	マダム麗子１７８	〒542-0074 大阪府 大阪市中央区 千日前1-6-7 日宝坂町ファイブ2階	
8963	8971	1	84257805	BAR	Henrietta	〒537-0024 大阪府 大阪市東成区 東小橋3-14-29	
8965	8973	1	99262412	居酒屋	焼焼板ちゃん	〒580-0017 大阪府 松原市 柴垣1丁目1-28	
8984	8992	1	70240224	BAR	ガンプラBAR SIDE7 ロードナイト	〒595-0031 大阪府 泉大津市 我孫子	
9004	9012	1	63859578	串かつ屋	大勝　矢田店	〒546-0023 大阪府 大阪市東住吉区 矢田2-24-17	
9035	9043	1	15564964	スナック	絆	〒534-0024 大阪府 大阪市都島区 東野田町５－６－１	
9068	9076	1	71327354	BAR	ShotBarAdvance布施	〒577-0057 大阪府 東大阪市 足代新町11-9 リップル布施2 501	
9083	9091	1	38997133	スナック	Ｍｉｓｏｒａ	〒536-0024 大阪府 大阪市城東区 中浜３丁目２５番１１号緑橋第一レジャービル５階	
